,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
976,ORL,ORL @ BKN,01/16/2021,L,240,115,44,95,46.3,14,46,30.4,13,16,81.3,9,29,38,28,13,4,12,19,-7
977,HOU,HOU @ SAS,01/16/2021,L,240,91,31,84,36.9,12,32,37.5,17,27,63.0,12,39,51,20,6,9,23,20,-12
978,SAS,SAS vs. HOU,01/16/2021,W,240,103,40,100,40.0,5,24,20.8,18,23,78.3,17,41,58,19,10,7,12,21,12
979,CHI,CHI @ OKC,01/15/2021,L,265,125,43,91,47.3,21,46,45.7,18,25,72.0,9,47,56,27,5,8,24,25,-2
980,OKC,OKC vs. CHI,01/15/2021,W,265,127,48,105,45.7,15,45,33.3,16,24,66.7,7,37,44,26,12,2,13,23,2
981,SAC,SAC vs. LAC,01/15/2021,L,240,100,40,85,47.1,8,26,30.8,12,17,70.6,9,23,32,23,4,2,14,16,-38
982,LAC,LAC @ SAC,01/15/2021,W,240,138,52,89,58.4,18,35,51.4,16,20,80.0,12,35,47,29,10,3,11,19,38
983,DAL,DAL @ MIL,01/15/2021,L,240,109,45,97,46.4,13,36,36.1,6,13,46.2,11,40,51,22,5,6,9,23,-3
984,MIL,MIL vs. DAL,01/15/2021,W,240,112,43,96,44.8,14,37,37.8,12,25,48.0,16,41,57,22,5,3,11,14,3
985,UTA,UTA vs. ATL,01/15/2021,W,240,116,43,92,46.7,20,44,45.5,10,14,71.4,12,41,53,27,7,6,19,18,24
986,ATL,ATL @ UTA,01/15/2021,L,240,92,38,92,41.3,5,28,17.9,11,15,73.3,8,33,41,21,6,1,15,16,-24
987,CLE,CLE vs. NYK,01/15/2021,W,240,106,36,79,45.6,9,27,33.3,25,34,73.5,14,34,48,26,9,6,16,18,3
988,NYK,NYK @ CLE,01/15/2021,L,240,103,40,82,48.8,9,25,36.0,14,16,87.5,7,32,39,20,9,10,13,21,-3
989,BOS,BOS vs. ORL,01/15/2021,W,240,124,45,88,51.1,17,42,40.5,17,19,89.5,6,39,45,25,7,4,11,18,27
990,ORL,ORL @ BOS,01/15/2021,L,240,97,38,94,40.4,7,28,25.0,14,22,63.6,15,31,46,14,5,1,13,16,-27
991,LAL,LAL vs. NOP,01/15/2021,W,240,112,39,93,41.9,15,37,40.5,19,26,73.1,13,31,44,31,11,6,8,16,17
992,NOP,NOP @ LAL,01/15/2021,L,240,95,41,86,47.7,9,29,31.0,4,8,50.0,10,37,47,22,3,5,20,21,-17
993,TOR,TOR vs. CHA,01/14/2021,W,240,111,40,88,45.5,20,50,40.0,11,13,84.6,13,27,40,33,13,6,18,16,3
994,CHA,CHA @ TOR,01/14/2021,L,240,108,42,87,48.3,15,35,42.9,9,12,75.0,14,30,44,32,11,5,20,15,-3
995,GSW,GSW @ DEN,01/14/2021,L,240,104,38,81,46.9,11,29,37.9,17,24,70.8,5,38,43,29,9,4,19,25,-10
996,DEN,DEN vs. GSW,01/14/2021,W,240,114,41,90,45.6,11,37,29.7,21,27,77.8,10,40,50,29,11,5,14,23,10
997,POR,POR vs. IND,01/14/2021,L,240,87,32,87,36.8,13,43,30.2,10,10,100,14,29,43,16,8,5,18,22,-24
998,IND,IND @ POR,01/14/2021,W,240,111,44,92,47.8,9,30,30.0,14,18,77.8,13,37,50,29,11,5,14,13,24
999,SAS,SAS vs. HOU,01/14/2021,L,240,105,42,92,45.7,9,31,29.0,12,16,75.0,10,31,41,26,10,4,10,17,-4
1000,HOU,HOU @ SAS,01/14/2021,W,240,109,42,86,48.8,13,33,39.4,12,19,63.2,10,39,49,25,6,6,18,16,4
1001,PHI,PHI vs. MIA,01/14/2021,W,240,125,44,82,53.7,17,37,45.9,20,24,83.3,5,30,35,27,15,3,18,22,17
1002,MIA,MIA @ PHI,01/14/2021,L,240,108,40,81,49.4,12,34,35.3,16,26,61.5,9,32,41,28,4,1,20,19,-17
1003,LAL,LAL @ OKC,01/13/2021,W,240,128,47,95,49.5,17,37,45.9,17,22,77.3,12,38,50,26,6,6,10,16,29
1004,OKC,OKC vs. LAL,01/13/2021,L,240,99,37,86,43.0,10,31,32.3,15,19,78.9,9,33,42,23,4,6,12,21,-29
1005,CHA,CHA vs. DAL,01/13/2021,L,240,93,38,100,38.0,10,38,26.3,7,14,50.0,15,38,53,26,8,7,14,17,-11
1006,DAL,DAL @ CHA,01/13/2021,W,240,104,40,96,41.7,15,46,32.6,9,16,56.3,13,41,54,22,8,12,10,15,11
1007,MIN,MIN vs. MEM,01/13/2021,L,240,107,39,90,43.3,9,37,24.3,20,24,83.3,11,37,48,27,3,6,13,18,-11
1008,MEM,MEM @ MIN,01/13/2021,W,240,118,50,106,47.2,8,25,32.0,10,13,76.9,15,32,47,33,11,5,7,24,11
1009,SAC,SAC vs. POR,01/13/2021,L,240,126,44,84,52.4,19,38,50.0,19,26,73.1,8,34,42,35,4,2,13,18,-6
1010,POR,POR @ SAC,01/13/2021,W,240,132,44,90,48.9,23,48,47.9,21,27,77.8,12,26,38,28,9,8,8,24,6
1011,DET,DET vs. MIL,01/13/2021,L,240,101,36,92,39.1,14,35,40.0,15,22,68.2,13,34,47,25,8,3,16,19,-9
1012,MIL,MIL @ DET,01/13/2021,W,240,110,41,85,48.2,19,43,44.2,9,14,64.3,10,38,48,31,10,9,14,20,9
1013,NOP,NOP @ LAC,01/13/2021,L,240,106,42,88,47.7,10,28,35.7,12,16,75.0,12,36,48,18,4,4,11,19,-5
1014,LAC,LAC vs. NOP,01/13/2021,W,240,111,35,74,47.3,18,37,48.6,23,27,85.2,3,33,36,26,4,6,10,16,5
1015,NYK,NYK vs. BKN,01/13/2021,L,240,109,44,92,47.8,11,28,39.3,10,12,83.3,12,31,43,22,4,3,9,16,-7
1016,BKN,BKN @ NYK,01/13/2021,W,240,116,44,91,48.4,16,40,40.0,12,17,70.6,12,34,46,29,3,5,6,12,7
1017,SAS,SAS @ OKC,01/12/2021,W,240,112,41,95,43.2,10,35,28.6,20,22,90.9,7,39,46,26,8,5,4,20,10
1018,OKC,OKC vs. SAS,01/12/2021,L,240,102,36,83,43.4,7,26,26.9,23,29,79.3,7,45,52,18,1,5,13,20,-10
1019,LAL,LAL @ HOU,01/12/2021,W,240,117,42,84,50.0,14,32,43.8,19,27,70.4,11,44,55,26,10,12,21,18,17
1020,HOU,HOU vs. LAL,01/12/2021,L,240,100,38,97,39.2,12,40,30.0,12,16,75.0,10,32,42,23,14,5,15,19,-17
1021,UTA,UTA @ CLE,01/12/2021,W,240,117,42,84,50.0,24,45,53.3,9,12,75.0,10,38,48,26,8,8,18,16,30
1022,CLE,CLE vs. UTA,01/12/2021,L,240,87,35,90,38.9,8,31,25.8,9,14,64.3,12,28,40,23,7,4,14,13,-30
1023,DEN,DEN @ BKN,01/12/2021,L,240,116,44,88,50.0,18,37,48.6,10,16,62.5,9,23,32,28,12,5,13,18,-6
1024,BKN,BKN vs. DEN,01/12/2021,W,240,122,48,79,60.8,16,32,50.0,10,15,66.7,8,33,41,31,6,6,19,18,6
1025,GSW,GSW vs. IND,01/12/2021,L,240,95,34,89,38.2,13,38,34.2,14,22,63.6,10,36,46,25,8,8,16,21,-9
1026,IND,IND @ GSW,01/12/2021,W,240,104,39,88,44.3,9,28,32.1,17,25,68.0,10,40,50,26,9,9,15,17,9
1027,MIA,MIA @ PHI,01/12/2021,L,265,134,48,104,46.2,19,56,33.9,19,24,79.2,14,32,46,27,6,4,18,21,-3
1028,PHI,PHI vs. MIA,01/12/2021,W,265,137,50,102,49.0,19,55,34.5,18,25,72.0,16,36,52,32,10,6,19,21,3
1029,PHX,PHX @ WAS,01/11/2021,L,240,107,39,87,44.8,4,27,14.8,25,30,83.3,8,34,42,21,3,6,6,22,-21
1030,WAS,WAS vs. PHX,01/11/2021,W,240,128,48,92,52.2,15,34,44.1,17,28,60.7,14,39,53,29,3,3,8,23,21
1031,CHA,CHA vs. NYK,01/11/2021,W,240,109,38,78,48.7,13,32,40.6,20,23,87.0,5,32,37,28,8,8,10,13,21
1032,NYK,NYK @ CHA,01/11/2021,L,240,88,34,87,39.1,9,37,24.3,11,17,64.7,17,32,49,20,6,6,17,23,-21
1033,PHI,PHI @ ATL,01/11/2021,L,240,94,37,92,40.2,8,36,22.2,12,13,92.3,9,41,50,20,2,12,9,17,-18
1034,ATL,ATL vs. PHI,01/11/2021,W,240,112,37,99,37.4,17,44,38.6,21,27,77.8,14,44,58,20,7,3,8,13,18
1035,CLE,CLE vs. MEM,01/11/2021,L,240,91,37,82,45.1,11,26,42.3,6,14,42.9,10,30,40,20,11,7,21,21,-10
1036,MEM,MEM @ CLE,01/11/2021,W,240,101,40,78,51.3,5,20,25.0,16,21,76.2,7,33,40,32,10,6,15,17,10
1037,ORL,ORL vs. MIL,01/11/2021,L,240,99,39,91,42.9,11,31,35.5,10,13,76.9,15,29,44,24,5,4,19,13,-22
1038,MIL,MIL @ ORL,01/11/2021,W,240,121,46,91,50.5,13,35,37.1,16,20,80.0,11,32,43,25,15,7,15,17,22
1039,SAC,SAC vs. IND,01/11/2021,W,240,127,47,84,56.0,15,32,46.9,18,23,78.3,7,37,44,29,6,9,19,17,5
1040,IND,IND @ SAC,01/11/2021,L,240,122,47,97,48.5,13,39,33.3,15,18,83.3,10,27,37,26,14,3,13,21,-5
1041,POR,POR vs. TOR,01/11/2021,W,240,112,38,83,45.8,14,42,33.3,22,25,88.0,8,34,42,18,9,6,13,14,1
1042,TOR,TOR @ POR,01/11/2021,L,240,111,40,89,44.9,19,47,40.4,12,12,100,7,36,43,27,6,5,15,22,-1
1043,MIN,MIN vs. SAS,01/10/2021,W,240,96,34,81,42.0,9,26,34.6,19,23,82.6,9,43,52,19,6,3,14,17,8
1044,SAS,SAS @ MIN,01/10/2021,L,240,88,36,94,38.3,8,30,26.7,8,14,57.1,9,36,45,21,4,5,10,16,-8
1045,DET,DET vs. UTA,01/10/2021,L,240,86,29,87,33.3,10,42,23.8,18,21,85.7,11,28,39,21,10,7,8,23,-10
1046,UTA,UTA @ DET,01/10/2021,W,240,96,35,82,42.7,11,35,31.4,15,22,68.2,16,47,63,17,3,5,16,17,10
1047,HOU,HOU vs. LAL,01/10/2021,L,240,102,37,90,41.1,12,41,29.3,16,23,69.6,13,30,43,22,7,8,21,22,-18
1048,LAL,LAL @ HOU,01/10/2021,W,240,120,46,91,50.5,10,29,34.5,18,24,75.0,10,39,49,28,13,8,17,23,18
1049,CHI,CHI @ LAC,01/10/2021,L,240,127,47,77,61.0,18,33,54.5,15,17,88.2,3,35,38,30,6,2,23,19,-3
1050,LAC,LAC vs. CHI,01/10/2021,W,240,130,45,92,48.9,20,38,52.6,20,25,80.0,12,23,35,28,13,5,10,19,3
1051,OKC,OKC @ BKN,01/10/2021,W,240,129,49,90,54.4,15,39,38.5,16,17,94.1,3,31,34,24,12,4,11,22,13
1052,BKN,BKN vs. OKC,01/10/2021,L,240,116,43,85,50.6,10,34,29.4,20,24,83.3,6,37,43,23,3,2,17,18,-13
1053,NYK,NYK vs. DEN,01/10/2021,L,240,89,32,74,43.2,6,21,28.6,19,25,76.0,8,28,36,19,4,1,16,15,-25
1054,DEN,DEN @ NYK,01/10/2021,W,240,114,45,84,53.6,15,35,42.9,9,12,75.0,8,35,43,23,11,4,12,25,25
1055,GSW,GSW vs. TOR,01/10/2021,W,240,106,38,93,40.9,13,46,28.3,17,19,89.5,12,39,51,30,2,10,15,18,1
1056,TOR,TOR @ GSW,01/10/2021,L,240,105,39,96,40.6,13,38,34.2,14,22,63.6,13,35,48,20,8,10,12,22,-1
1057,WAS,WAS vs. MIA,01/09/2021,L,240,124,44,99,44.4,15,40,37.5,21,28,75.0,7,32,39,25,9,2,6,24,-4
1058,MIA,MIA @ WAS,01/09/2021,W,240,128,46,93,49.5,16,43,37.2,20,26,76.9,10,51,61,32,3,5,16,24,4
1059,ATL,ATL @ CHA,01/09/2021,L,240,105,34,89,38.2,14,45,31.1,23,28,82.1,17,30,47,25,10,4,14,22,-8
1060,CHA,CHA vs. ATL,01/09/2021,W,240,113,40,77,51.9,15,33,45.5,18,24,75.0,6,35,41,27,11,7,15,19,8
1061,MIN,MIN vs. SAS,01/09/2021,L,265,122,48,96,50.0,15,30,50.0,11,17,64.7,11,42,53,29,1,7,17,20,-3
1062,SAS,SAS @ MIN,01/09/2021,W,265,125,44,101,43.6,13,32,40.6,24,29,82.8,12,36,48,22,8,3,6,19,3
1063,SAC,SAC vs. POR,01/09/2021,L,240,99,33,81,40.7,8,30,26.7,25,35,71.4,6,41,47,21,4,5,15,20,-26
1064,POR,POR @ SAC,01/09/2021,W,240,125,44,100,44.0,17,41,41.5,20,23,87.0,9,41,50,26,10,5,8,27,26
1065,ORL,ORL @ DAL,01/09/2021,L,240,98,38,89,42.7,6,31,19.4,16,22,72.7,10,33,43,17,11,2,10,16,-14
1066,DAL,DAL vs. ORL,01/09/2021,W,240,112,39,79,49.4,20,40,50.0,14,18,77.8,6,38,44,25,5,8,18,17,14
1067,PHX,PHX @ IND,01/09/2021,W,240,125,46,94,48.9,16,41,39.0,17,17,100,4,36,40,33,6,2,3,17,8
1068,IND,IND vs. PHX,01/09/2021,L,240,117,44,92,47.8,12,29,41.4,17,24,70.8,13,39,52,23,2,4,10,19,-8
1069,MIL,MIL vs. CLE,01/09/2021,W,240,100,37,84,44.0,12,36,33.3,14,18,77.8,11,34,45,25,11,4,16,14,10
1070,CLE,CLE @ MIL,01/09/2021,L,240,90,36,87,41.4,7,26,26.9,11,16,68.8,14,33,47,16,6,4,18,18,-10
1071,PHI,PHI vs. DEN,01/09/2021,L,240,103,43,103,41.7,11,35,31.4,6,10,60.0,20,28,48,23,8,4,17,19,-12
1072,DEN,DEN @ PHI,01/09/2021,W,240,115,45,90,50.0,12,33,36.4,13,15,86.7,15,30,45,28,11,7,17,12,12
1073,NOP,NOP vs. CHA,01/08/2021,L,240,110,38,77,49.4,15,38,39.5,19,26,73.1,10,26,36,29,6,4,19,17,-8
1074,CHA,CHA @ NOP,01/08/2021,W,240,118,41,87,47.1,16,42,38.1,20,25,80.0,16,29,45,33,10,4,15,20,8
1075,MEM,MEM vs. BKN,01/08/2021,W,240,115,45,98,45.9,13,32,40.6,12,14,85.7,12,34,46,29,14,6,14,18,5
1076,BKN,BKN @ MEM,01/08/2021,L,240,110,38,81,46.9,14,31,45.2,20,21,95.2,4,38,42,26,6,4,21,13,-5
1077,SAC,SAC vs. TOR,01/08/2021,L,240,123,46,81,56.8,15,34,44.1,16,28,57.1,3,23,26,36,9,8,12,18,-21
1078,TOR,TOR @ SAC,01/08/2021,W,240,144,53,91,58.2,20,39,51.3,18,22,81.8,12,32,44,30,8,5,13,20,21
1079,UTA,UTA @ MIL,01/08/2021,W,240,131,49,97,50.5,25,53,47.2,8,13,61.5,10,40,50,31,6,8,10,18,13
1080,MIL,MIL vs. UTA,01/08/2021,L,240,118,44,98,44.9,13,42,31.0,17,21,81.0,9,36,45,18,5,5,12,19,-13
1081,PHX,PHX @ DET,01/08/2021,L,265,105,41,91,45.1,17,52,32.7,6,13,46.2,9,41,50,24,10,7,21,25,-5
1082,DET,DET vs. PHX,01/08/2021,W,265,110,37,90,41.1,11,34,32.4,25,29,86.2,9,37,46,23,13,4,17,14,5
1083,ORL,ORL @ HOU,01/08/2021,L,240,90,34,89,38.2,8,29,27.6,14,16,87.5,9,33,42,17,5,2,13,13,-42
1084,HOU,HOU vs. ORL,01/08/2021,W,240,132,51,91,56.0,22,47,46.8,8,11,72.7,7,42,49,34,6,8,8,18,42
1085,BOS,BOS vs. WAS,01/08/2021,W,240,116,41,86,47.7,12,32,37.5,22,30,73.3,11,38,49,21,11,4,21,22,9
1086,WAS,WAS @ BOS,01/08/2021,L,240,107,41,88,46.6,11,29,37.9,14,16,87.5,7,31,38,22,9,4,17,24,-9
1087,OKC,OKC @ NYK,01/08/2021,W,240,101,38,87,43.7,11,34,32.4,14,21,66.7,11,51,62,16,2,7,11,19,12
1088,NYK,NYK vs. OKC,01/08/2021,L,240,89,34,96,35.4,9,27,33.3,12,20,60.0,11,38,49,19,8,7,5,19,-12
1089,LAL,LAL vs. CHI,01/08/2021,W,240,117,41,81,50.6,12,29,41.4,23,27,85.2,10,32,42,21,3,8,15,15,2
1090,CHI,CHI @ LAL,01/08/2021,L,240,115,46,91,50.5,10,26,38.5,13,14,92.9,9,32,41,26,10,3,13,23,-2
1091,LAC,LAC @ GSW,01/08/2021,L,240,105,40,83,48.2,14,31,45.2,11,13,84.6,10,27,37,23,6,5,19,16,-10
1092,GSW,GSW vs. LAC,01/08/2021,W,240,115,40,82,48.8,20,41,48.8,15,18,83.3,9,29,38,25,13,3,16,19,10
1093,MEM,MEM vs. CLE,01/07/2021,L,240,90,36,83,43.4,11,31,35.5,7,8,87.5,11,37,48,27,13,6,18,17,-4
1094,CLE,CLE @ MEM,01/07/2021,W,240,94,36,79,45.6,13,30,43.3,9,16,56.3,7,30,37,24,11,3,16,14,4
1095,DAL,DAL @ DEN,01/07/2021,W,265,124,42,87,48.3,16,40,40.0,24,31,77.4,7,37,44,27,12,7,13,21,7
1096,DEN,DEN vs. DAL,01/07/2021,L,265,117,43,97,44.3,15,44,34.1,16,21,76.2,9,38,47,25,8,1,14,27,-7
1097,MIN,MIN @ POR,01/07/2021,L,240,117,39,93,41.9,14,41,34.1,25,33,75.8,15,33,48,24,11,4,16,19,-18
1098,POR,POR vs. MIN,01/07/2021,W,240,135,49,90,54.4,18,41,43.9,19,23,82.6,6,38,44,25,10,6,15,23,18
1099,PHI,PHI @ BKN,01/07/2021,L,240,109,41,87,47.1,9,26,34.6,18,20,90.0,4,43,47,23,6,6,20,25,-13
1100,BKN,BKN vs. PHI,01/07/2021,W,240,122,44,97,45.4,15,37,40.5,19,29,65.5,11,37,48,30,11,7,13,17,13
1101,LAL,LAL vs. SAS,01/07/2021,L,240,109,43,86,50.0,10,30,33.3,13,21,61.9,9,39,48,21,2,4,13,20,-9
1102,SAS,SAS @ LAL,01/07/2021,W,240,118,43,92,46.7,16,35,45.7,16,17,94.1,6,34,40,28,4,3,8,15,9
1103,OKC,OKC @ NOP,01/06/2021,W,240,111,40,87,46.0,19,46,41.3,12,16,75.0,4,34,38,28,10,5,14,18,1
1104,NOP,NOP vs. OKC,01/06/2021,L,240,110,44,89,49.4,4,22,18.2,18,23,78.3,9,43,52,25,11,0,15,18,-1
1105,CHI,CHI @ SAC,01/06/2021,L,240,124,49,93,52.7,14,40,35.0,12,15,80.0,10,33,43,27,3,2,16,21,-4
1106,SAC,SAC vs. CHI,01/06/2021,W,240,128,47,91,51.6,14,37,37.8,20,27,74.1,12,27,39,30,8,3,7,16,4
1107,CHA,CHA @ ATL,01/06/2021,W,240,102,32,85,37.6,11,36,30.6,27,33,81.8,8,41,49,22,11,7,10,14,8
1108,ATL,ATL vs. CHA,01/06/2021,L,240,94,36,96,37.5,7,40,17.5,15,18,83.3,12,45,57,25,6,1,13,25,-8
1109,IND,IND vs. HOU,01/06/2021,W,240,114,42,89,47.2,9,23,39.1,21,26,80.8,7,31,38,21,10,9,14,21,7
1110,HOU,HOU @ IND,01/06/2021,L,240,107,39,81,48.1,8,30,26.7,21,26,80.8,5,34,39,19,7,12,16,22,-7
1111,DET,DET @ MIL,01/06/2021,L,240,115,38,97,39.2,13,41,31.7,26,30,86.7,15,32,47,20,6,3,9,20,-15
1112,MIL,MIL vs. DET,01/06/2021,W,240,130,49,90,54.4,19,43,44.2,13,21,61.9,9,38,47,35,5,4,14,22,15
1113,BOS,BOS @ MIA,01/06/2021,W,240,107,42,99,42.4,12,35,34.3,11,12,91.7,16,37,53,22,7,5,7,23,2
1114,MIA,MIA vs. BOS,01/06/2021,L,240,105,35,81,43.2,13,36,36.1,22,26,84.6,6,36,42,26,2,7,9,15,-2
1115,CLE,CLE @ ORL,01/06/2021,L,240,94,36,85,42.4,4,26,15.4,18,26,69.2,13,32,45,24,9,4,10,19,-11
1116,ORL,ORL vs. CLE,01/06/2021,W,240,105,40,81,49.4,12,29,41.4,13,18,72.2,8,35,43,20,4,4,16,22,11
1117,PHX,PHX vs. TOR,01/06/2021,W,240,123,40,83,48.2,21,40,52.5,22,24,91.7,8,33,41,30,4,3,12,23,8
1118,TOR,TOR @ PHX,01/06/2021,L,240,115,39,79,49.4,14,35,40.0,23,32,71.9,10,32,42,18,6,5,12,19,-8
1119,NYK,NYK vs. UTA,01/06/2021,W,240,112,45,87,51.7,8,22,36.4,14,19,73.7,11,37,48,22,10,5,13,17,12
1120,UTA,UTA @ NYK,01/06/2021,L,240,100,40,91,44.0,14,44,31.8,6,11,54.5,10,32,42,20,5,9,15,15,-12
1121,GSW,GSW vs. LAC,01/06/2021,L,240,101,39,86,45.3,8,30,26.7,15,19,78.9,8,27,35,25,10,2,13,21,-7
1122,LAC,LAC @ GSW,01/06/2021,W,240,108,36,81,44.4,11,34,32.4,25,25,100,12,36,48,19,6,3,20,26,7
1123,PHI,PHI vs. WAS,01/06/2021,W,240,141,50,81,61.7,18,29,62.1,23,33,69.7,1,34,35,33,9,6,18,21,5
1124,WAS,WAS @ PHI,01/06/2021,L,240,136,47,94,50.0,16,37,43.2,26,35,74.3,9,26,35,27,9,2,13,27,-5
1125,MEM,MEM vs. LAL,01/05/2021,L,240,92,36,87,41.4,10,26,38.5,10,13,76.9,5,33,38,24,14,4,13,14,-2
1126,LAL,LAL @ MEM,01/05/2021,W,240,94,38,87,43.7,9,31,29.0,9,11,81.8,9,43,52,24,7,8,17,14,2
1127,MIN,MIN @ DEN,01/05/2021,L,240,116,42,91,46.2,11,34,32.4,21,27,77.8,10,32,42,24,8,4,14,31,-7
1128,DEN,DEN vs. MIN,01/05/2021,W,240,123,41,79,51.9,8,25,32.0,33,45,73.3,10,32,42,22,9,2,16,27,7
1129,POR,POR vs. CHI,01/05/2021,L,240,108,39,94,41.5,19,51,37.3,11,17,64.7,10,36,46,23,8,3,11,16,-3
1130,CHI,CHI @ POR,01/05/2021,W,240,111,40,91,44.0,16,41,39.0,15,18,83.3,11,41,52,27,5,5,15,19,3
1131,SAS,SAS @ LAC,01/05/2021,W,240,116,44,96,45.8,20,40,50.0,8,11,72.7,11,33,44,23,9,3,11,13,3
1132,LAC,LAC vs. SAS,01/05/2021,L,240,113,43,86,50.0,15,35,42.9,12,13,92.3,7,38,45,29,6,7,13,16,-3
1133,BKN,BKN vs. UTA,01/05/2021,W,240,130,52,93,55.9,14,36,38.9,12,16,75.0,8,43,51,31,11,5,13,22,34
1134,UTA,UTA @ BKN,01/05/2021,L,240,96,33,86,38.4,11,34,32.4,19,27,70.4,9,32,41,17,6,3,15,18,-34
1135,IND,IND @ NOP,01/04/2021,W,265,118,45,93,48.4,19,45,42.2,9,13,69.2,5,37,42,32,10,8,14,27,2
1136,NOP,NOP vs. IND,01/04/2021,L,265,116,44,101,43.6,9,27,33.3,19,24,79.2,16,41,57,26,5,4,18,20,-2
1137,TOR,TOR vs. BOS,01/04/2021,L,240,114,36,90,40.0,13,37,35.1,29,38,76.3,8,29,37,20,13,4,10,26,-12
1138,BOS,BOS @ TOR,01/04/2021,W,240,126,41,84,48.8,15,29,51.7,29,34,85.3,12,44,56,19,3,9,20,29,12
1139,NYK,NYK @ ATL,01/04/2021,W,240,113,43,85,50.6,7,21,33.3,20,25,80.0,11,34,45,26,9,6,16,21,5
1140,ATL,ATL vs. NYK,01/04/2021,L,240,108,40,87,46.0,10,31,32.3,18,23,78.3,10,30,40,24,4,2,13,21,-5
1141,DET,DET @ MIL,01/04/2021,L,240,115,43,98,43.9,17,40,42.5,12,12,100,6,25,31,27,9,5,9,17,-10
1142,MIL,MIL vs. DET,01/04/2021,W,240,125,49,85,57.6,14,34,41.2,13,16,81.3,7,42,49,32,6,4,19,18,10
1143,OKC,OKC @ MIA,01/04/2021,L,240,90,29,79,36.7,13,48,27.1,19,27,70.4,6,32,38,20,6,4,18,15,-28
1144,MIA,MIA vs. OKC,01/04/2021,W,240,118,46,81,56.8,16,34,47.1,10,18,55.6,4,43,47,34,7,0,16,20,28
1145,DAL,DAL @ HOU,01/04/2021,W,240,113,39,82,47.6,16,39,41.0,19,20,95.0,10,41,51,24,4,3,18,31,13
1146,HOU,HOU vs. DAL,01/04/2021,L,240,100,30,77,39.0,11,40,27.5,29,36,80.6,7,28,35,17,5,4,12,19,-13
1147,ORL,ORL vs. CLE,01/04/2021,W,240,103,38,88,43.2,15,34,44.1,12,13,92.3,18,36,54,22,9,7,21,15,20
1148,CLE,CLE @ ORL,01/04/2021,L,240,83,33,85,38.8,10,28,35.7,7,12,58.3,9,26,35,20,12,4,16,14,-20
1149,GSW,GSW vs. SAC,01/04/2021,W,240,137,51,97,52.6,23,43,53.5,12,14,85.7,3,45,48,41,4,6,11,28,31
1150,SAC,SAC @ GSW,01/04/2021,L,240,106,34,90,37.8,10,35,28.6,28,39,71.8,11,41,52,20,5,6,15,20,-31
1151,PHI,PHI vs. CHA,01/04/2021,W,240,118,46,95,48.4,11,32,34.4,15,23,65.2,14,41,55,34,7,5,10,21,17
1152,CHA,CHA @ PHI,01/04/2021,L,240,101,36,86,41.9,13,39,33.3,16,22,72.7,8,39,47,30,4,4,17,24,-17
1153,LAL,LAL @ MEM,01/03/2021,W,240,108,41,89,46.1,12,35,34.3,14,19,73.7,12,37,49,24,9,5,10,15,14
1154,MEM,MEM vs. LAL,01/03/2021,L,240,94,39,95,41.1,9,33,27.3,7,8,87.5,14,36,50,23,6,3,13,18,-14
1155,DEN,DEN @ MIN,01/03/2021,W,240,124,45,92,48.9,19,45,42.2,15,21,71.4,13,30,43,34,6,4,15,11,15
1156,MIN,MIN vs. DEN,01/03/2021,L,240,109,44,85,51.8,10,31,32.3,11,16,68.8,9,27,36,30,11,6,14,17,-15
1157,BOS,BOS @ DET,01/03/2021,W,240,122,49,87,56.3,15,33,45.5,9,13,69.2,12,29,41,35,4,5,18,22,2
1158,DET,DET vs. BOS,01/03/2021,L,240,120,41,86,47.7,16,36,44.4,22,25,88.0,8,25,33,29,8,7,10,16,-2
1159,WAS,WAS @ BKN,01/03/2021,W,240,123,43,104,41.3,12,33,36.4,25,34,73.5,13,36,49,27,9,3,7,22,1
1160,BKN,BKN vs. WAS,01/03/2021,L,240,122,40,81,49.4,14,32,43.8,28,31,90.3,7,44,51,25,5,9,20,24,-1
1161,PHX,PHX vs. LAC,01/03/2021,L,240,107,37,75,49.3,10,33,30.3,23,28,82.1,7,33,40,23,4,3,14,22,-5
1162,LAC,LAC @ PHX,01/03/2021,W,240,112,40,83,48.2,17,29,58.6,15,19,78.9,8,29,37,24,5,2,10,22,5
1163,DAL,DAL @ CHI,01/03/2021,L,240,108,39,89,43.8,11,42,26.2,19,27,70.4,11,30,41,23,6,4,15,27,-10
1164,CHI,CHI vs. DAL,01/03/2021,W,240,118,39,85,45.9,13,37,35.1,27,30,90.0,11,37,48,16,11,2,16,24,10
1165,SAS,SAS vs. UTA,01/03/2021,L,240,109,44,105,41.9,6,19,31.6,15,21,71.4,14,31,45,23,13,4,7,16,-21
1166,UTA,UTA @ SAS,01/03/2021,W,240,130,49,89,55.1,21,41,51.2,11,19,57.9,9,48,57,29,4,11,20,18,21
1167,GSW,GSW vs. POR,01/03/2021,W,240,137,49,88,55.7,13,34,38.2,26,34,76.5,11,42,53,23,4,7,15,24,15
1168,POR,POR @ GSW,01/03/2021,L,240,122,41,98,41.8,14,43,32.6,26,33,78.8,12,28,40,16,7,2,12,27,-15
1169,NOP,NOP vs. TOR,01/02/2021,W,240,120,35,83,42.2,14,38,36.8,36,47,76.6,14,36,50,26,6,7,13,18,4
